CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI03378-2019;UAE - DE ENGENHARIA - CATALÃO;FORMULAÇÕES DO MEC OU ACOPLAMENTO MEC/MEF PARA ANÁLISE DE CHAPAS OU PLACAS COMPOSTAS POR MATERIAIS HETEROGÊNEOS;Engenharias - Engenharia Civil - Estruturas - Mecânica das Estruturas;Tipo de vínculo desconhecido;sim;não;GABRIELA REZENDE FERNANDES (DOCENTE - Coordenador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Colaborador);EM ANDAMENTO;22/03/2019;18/02/2019 a 28/02/2022;
PI03370-2019;FACULDADE DE CIÊNCIAS E TECNOLOGIA;Desenvolvimento de equipamentos automatizados para a medição de parâmetros da via permanente ferroviária: medidor de flechas;Engenharias - Engenharia Civil - Infra-Estrutura de Transportes - Ferrovias  Projetos e Construção, Engenharias - Engenharia de Transportes;Tipo de vínculo desconhecido;sim;não;ANTONIO CARLOS HANIG (DISCENTE - Colaborador), GEORGE WILTON ALBUQUERQUE RANGEL (DOCENTE - Coordenador), HUGO RODRIGUES PESSONI (DISCENTE - Colaborador), JONAS BERTHOLDI (DOCENTE - Colaborador), MARCOS PAULINO RORIZ JUNIOR (DOCENTE - Colaborador);EM ANDAMENTO;21/03/2019;18/02/2019 a 28/02/2022;
PI03240-2019;INSTITUTO DE MATEMATICA E ESTATISTICA;Otimização Contínua: Teoria, Métodos e Aplicações;Ciências Exatas e da Terra - Matemática - Matemática Aplicada - Análise Numérica;Com Programa de Pós-graduação da UFG;sim;não;GLAYDSTON DE CARVALHO BENTO (DOCENTE - Coordenador);PENDENTE;06/02/2019;03/02/2019 a 11/12/2022;
PI03366-2019;ESCOLA DE AGRONOMIA;DISTRIBUIÇÃO ESPACIAL DOS VIVEIROS DE PRODUÇÃO DE MUDAS DE TOMATE E DAS ÁREAS CULTIVADAS COM TOMATE DE MESA NO ESTADO DE GOIÁS: DIAGNÓSTICO TÉCNICO DE SITUAÇÃO COM FOCO NA APLICAÇÃO DE DEFENSIVOS AGRÍCOLAS.;Ciências Agrárias - Agronomia - Fitossanidade - Defesa Fitossanitária, Ciências Agrárias - Agronomia - Extensão Rural;Tipo de vínculo desconhecido;sim;sim;ABADIA DOS REIS NASCIMENTO (DOCENTE - Vice-coodernador), ADRIANA CRAVO LOPES (DISCENTE - Colaborador), CLEONICE BORGES DE SOUZA (DOCENTE - Colaborador), CRISTIANE MARIA ASCARI MORGADO (EXTERNO - Colaborador), ELIANA PAULA FERNANDES BRASIL (DOCENTE - Colaborador), GRACIELLA CORCIOLI (DOCENTE - Coordenador), KAROLINE TORRES QUINTANILHA (DISCENTE - Colaborador), LUIS CARLOS CUNHA JUNIOR (DOCENTE - Colaborador), MANUEL EDUARDO FERREIRA (DOCENTE - Colaborador);EM ANDAMENTO;27/03/2019;19/02/2019 a 21/12/2021;
PI03260-2019;COORDENAÇÃO DE ADM E FINANÇAS - CATALA;Otimização de incorporação de cinzas de biomassa para produção de argamassas de assentamento e revestimento ;Engenharias - Engenharia Civil - Construção Civil - Materiais e Componentes de Construção;Sem Vínculo (Projeto Isolado);sim;não;HEBER MARTINS DE PAULA (DOCENTE - Coordenador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Colaborador), LUCAS SALOMAO RAEL DE MORAIS (SERVIDOR - Colaborador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Vice-coodernador);EM ANDAMENTO;12/02/2019;01/03/2019 a 31/12/2021;
PI03674-2019;INSTITUTO DE QUIMICA;Modelando Sistemas Moleculares de Interesse Atmosférico, Biológico e Tecnológico via Dinâmica Molecular ab initio;Ciências Exatas e da Terra - Física - Física Atômica e Molecular - Estrutura Eletrônica de Átomos e Moléculas  Teoria, Ciências Exatas e da Terra - Química - Físico-Química - Química Teórica;Tipo de vínculo desconhecido;sim;não;HEIBBE CRISTHIAN BENEDITO DE OLIVEIRA (DOCENTE - Coordenador);EM ANDAMENTO;10/04/2019;10/04/2019 a 10/04/2022;
PI03033-2019;PRÓ REITORIA DE PESQUISA E INOVAÇÃO;Empreendedorismo e Incubação de Empresas na UFG ;Outras - Tecnologia e Inovação;Sem Vínculo (Projeto Isolado);sim;não;ALESSANDRA CRISTINA GOMES (DISCENTE - Colaborador), EMILIA ROSANGELA PIRES DA SILVA FRANCO (DISCENTE - Vice-coodernador), HELENA CARASEK CASCUDO (DOCENTE - Coordenador), JESIEL FREITAS CARVALHO (DOCENTE - Colaborador), JÉSSICA BORGES DE CARVALHO (DISCENTE - Colaborador), JOAO TEODORO PADUA (DOCENTE - Colaborador), LUIZ FERNANDO GONCALVES DA SILVA ARAUJO (SERVIDOR - Colaborador), LUIZMAR ADRIANO JUNIOR (SERVIDOR - Colaborador), LYZYÊ INÁCIO ALMEIDA (SERVIDOR - Colaborador), MARCEL FERRANTE SILVA (DOCENTE - Colaborador), MEIRE RAMALHO DE OLIVEIRA (DOCENTE - Colaborador), REJANE FARIA RIBEIRO ROTTA (DOCENTE - Colaborador);EM ANDAMENTO;29/11/2018;01/01/2019 a 31/12/2022;
PI03113-2019;UNID. ACAD. ESP/CIENCIAS EXATAS - JATA;Comportamento crítico dinâmico em sistemas de spin e em modelos com estados absorventes;Ciências Exatas e da Terra - Física - Física da Matéria Condensada - Equação de Estado, Equilíbrio de Fases e Transições de Fase;Sem Vínculo (Projeto Isolado);sim;não;HENRIQUE ALMEIDA FERNANDES (DOCENTE - Coordenador), LUDMILA GREGO MAIA (DOCENTE - Colaborador), PAULO FREITAS GOMES (DOCENTE - Colaborador), ROBERTO DA SILVA (EXTERNO - Colaborador);EM ANDAMENTO;10/12/2018;01/01/2019 a 31/12/2023;
PI03638-2019;ESCOLA DE MUSICA E ARTES CENICAS;Políticas públicas e educação da infância em Goiás: história, concepções, projetos e  práticas  ;Ciências Humanas - Educação - Ensino-Aprendizagem - Métodos e Técnicas de Ensino;Tipo de vínculo desconhecido;sim;sim;FABIANA DE OLIVEIRA VIANA (DISCENTE - Colaborador), IVONE GARCIA BARBOSA (DOCENTE - Coordenador), JOANA D'ARC DOS SANTOS GOMES (EXTERNO - Colaborador), JOHNATAN DANILO SILVA ARAÚJO (DISCENTE - Colaborador), LETÍCIA BORGES DA COSTA (EXTERNO - Colaborador), MARCOS ANTONIO SOARES (DOCENTE - Vice-coodernador), NATASSIA DUARTE GARCIA LEITE DE OLIVEIRA (DOCENTE - Vice-coodernador), ORMILENE DE SOUZA SANTOS (DISCENTE - Colaborador), OTAIR FLOR DA SILVA JUNIOR (DISCENTE - Colaborador), TELMA APARECIDA TELES MARTINS SILVEIRA (EXTERNO - Colaborador);EM ANDAMENTO;12/04/2019;07/04/2019 a 31/12/2020;
PI03566-2019;ESCOLA DE AGRONOMIA;MANEJO INTEGRADO DE PRAGAS VISANDO A REDUÇÃO DE AGROTÓXICOS NA CULTURA DO TOMATEIRO;Ciências Agrárias - Agronomia - Fitossanidade - Entomologia Agrícola;Tipo de vínculo desconhecido;sim;não;ABADIA DOS REIS NASCIMENTO (DOCENTE - Vice-coodernador), ANDRÉ JUNIO ANDRADE PERES (DISCENTE - Colaborador), CAIO ROBERTO LEÃO MACHADO (DISCENTE - Colaborador), DEBORAH LACERDA CORREA (DISCENTE - Colaborador), ERIKA CARLA DA SILVEIRA (EXTERNO - Vice-coodernador), GUSTAVO GALVÃO SANTANA (DISCENTE - Colaborador), JANETHE MACHADO BRANDÃO (DISCENTE - Colaborador), JAQUELINE MAGALHAES PEREIRA (DOCENTE - Coordenador), JESSICA FERREIRA SILVA (DISCENTE - Colaborador), JOÃO PEDRO CHAVES MAYER SANTOS (DISCENTE - Colaborador), KAROLINY ZARRETA SANTOS FREIRE (DISCENTE - Colaborador), MARCOS FERNANDES OLIVEIRA (SERVIDOR - Vice-coodernador), PAULO MARCAL FERNANDES (DOCENTE - Vice-coodernador), VANESSA PEREIRA CARVALHO (DISCENTE - Colaborador);EM ANDAMENTO;05/04/2019;07/01/2019 a 31/12/2021;
PI03574-2019;FACULDADE DE ODONTOLOGIA;Utilização de medicamento fitoterápico como adjunto no tratamento de doença periodontal: Ensaio clínico randomizado, duplo-cego e controlado;Ciências da Saúde - Odontologia - Periodontia;Tipo de vínculo desconhecido;sim;sim;ALINE CARVALHO BATISTA (DOCENTE - Colaborador), CAMILA ALVES COSTA DE OLIVEIRA (DOCENTE - Vice-coodernador), GABRIELA CAMILO SILVA (DISCENTE - Colaborador), HELISSA DE OLIVEIRA CARNEIRO (DISCENTE - Colaborador), JOAO ANTONIO CHAVES DE SOUZA (DOCENTE - Coordenador), JOÃO PAULO STEFFENS (EXTERNO - Colaborador), MARIZE CAMPOS VALADARES (DOCENTE - Colaborador), NADIA DO LAGO COSTA (DOCENTE - Colaborador), NARA LUIZA PEDROZA NASCIMENTO (DISCENTE - Colaborador), RUBELISA CANDIDO GOMES DE OLIVEIRA (EXTERNO - Vice-coodernador);EM ANDAMENTO;05/04/2019;01/02/2019 a 29/04/2022;
;FACULDADE DE CIÊNCIAS E TECNOLOGIA;GÊNESE DE DEPÓSITOS DE ESMERALDA NOS ESTADOS DO RIO GRANDE DO NORTE, GOIÁS E TOCANTINS;Ciências Exatas e da Terra - Geociências - Geologia - Mineralogia;Tipo de vínculo desconhecido;sim;não;JOSE DE ARAUJO NOGUEIRA NETO (DOCENTE - Coordenador);EXCLUÍDO;05/04/2019;05/04/2019 a 30/07/2021;
PI03416-2019;UAE - DE ENGENHARIA - CATALÃO;ANÁLISE MULTIESCALA E O COMPORTAMENTO MECÂNICO DE MICROESTRUTURAS HETEROGÊNEAS;Engenharias - Engenharia Civil - Estruturas - Mecânica das Estruturas;Tipo de vínculo desconhecido;sim;não;DANNILO CARVALHO BORGES (DISCENTE - Colaborador), GABRIELA REZENDE FERNANDES (DOCENTE - Colaborador), GEOVANA ALVES RIBEIRO (DISCENTE - Colaborador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Coordenador);EM ANDAMENTO;23/03/2019;01/03/2019 a 28/02/2022;
PI03612-2019;FACULDADE DE DIREITO;AS POSSIBILIDADES DE CONSTITUIÇÃO DE UM PODER JUDICIÁRIO SOCIOAMBIENTAL A PARTIR DA TEORIA DE PIERRE BOURDIEU;Ciências Sociais Aplicadas - Direito - Direito Público - Direito Constitucional;Tipo de vínculo desconhecido;sim;não;JOSE QUERINO TAVARES NETO (DOCENTE - Coordenador);EM ANDAMENTO;07/04/2019;01/08/2019 a 31/07/2022;
PI03434-2019;ESCOLA DE ENGENHARIA CIVIL E AMBIENTAL;Conversas de Meninas e Engenheiras: semeando oportunidades para a igualdade de gênero nas ciências ;Engenharias - Engenharia Civil, Engenharias - Engenharia Sanitária, Ciências Humanas - Educação;Tipo de vínculo desconhecido;sim;não;ANDREIA AOYAGUI NASCIMENTO (DOCENTE - Colaborador), ANDRELISA SANTOS DE JESUS (DOCENTE - Vice-coodernador), CARMEM LUCIA TEIXEIRA (EXTERNO - Colaborador), JOSE CAMAPUM DE CARVALHO (EXTERNO - Colaborador), KARLA EMMANUELA RIBEIRO HORA (DOCENTE - Coordenador), KATIA ALCIONE KOPP (DOCENTE - Colaborador), LILIAN RIBEIRO DE REZENDE (DOCENTE - Colaborador), MARCIA HELENA MACEDO (DOCENTE - Colaborador), MARCIA MARIA DOS ANJOS MASCARENHA (DOCENTE - Vice-coodernador), MARIA CAROLINA GOMES DE OLIVEIRA BRANDSTETTER (DOCENTE - Colaborador), MARTA PEREIRA DA LUZ (EXTERNO - Colaborador), POLIANA DE SOUSA LEITE (DOCENTE - Colaborador), RITA DE CASSIA SILVA (DOCENTE - Colaborador), ROSANGELA NUNES ALMEIDA DE CASTRO (DOCENTE - Colaborador), SYLVIA REGINA MESQUITA DE ALMEIDA (DOCENTE - Colaborador);EM ANDAMENTO;26/03/2019;01/01/2019 a 30/11/2020;
PI03543-2019;FACULDADE DE ENFERMAGEM;População Migrante e Refugiada em Situação de Vulnerabilidade de Goiás:  Epidemiologia das Infecções Sexualmente Transmissíveis, Hepatites Virais, Avaliação das Condições de Saúde e Violência;Ciências da Saúde - Enfermagem - Enfermagem de Doenças Contagiosas;Tipo de vínculo desconhecido;sim;sim;BRUNA CAMPOS DA SILVA ALVES (DISCENTE - Colaborador), BRUNNA RODRIGUES DE OLIVEIRA (DISCENTE - Colaborador), CARLA DE ALMEIDA SILVA (DISCENTE - Colaborador), DIVÂNIA DIAS DA SILVA FRANÇA (EXTERNO - Colaborador), GABRIEL FRANCISCO DA SILVA FILHO (DISCENTE - Colaborador), GRAZIELLE ROSA DA COSTA E SILVA (DISCENTE - Colaborador), GRÉCIA CAROLINA PESSONI (EXTERNO - Colaborador), ISABELLA AMORIM DE ARAUJO PEREIRA (DISCENTE - Colaborador), JHENNIFER BUENO PEREIRA DE SOUZA (DISCENTE - Colaborador), KAIQUE DUARTE CAVALCANTE SILVA (DISCENTE - Colaborador), KAMILA CARDOSO DOS SANTOS (DISCENTE - Colaborador), KARINE ALVES CUNHA (DISCENTE - Colaborador), KARLLA ANTONIETA AMORIM CAETANO (DOCENTE - Coordenador), LARISSA SILVA MAGALHÃES (DISCENTE - Colaborador), LAYS ROSA CAMPOS (DISCENTE - Colaborador), LEANDRO NASCIMENTO DA SILVA (EXTERNO - Colaborador), LEONORA REZENDE PACHECO (DOCENTE - Colaborador), LUANA ROCHA DA CUNHA ROSA (DISCENTE - Colaborador), MARCIA MARIA DE SOUZA (DOCENTE - Colaborador), MARGARETH SANTOS ZANCHETTA (EXTERNO - Colaborador), MEGMAR APARECIDA DOS SANTOS CARNEIRO (DOCENTE - Colaborador), PAULIE MARCELLY RIBEIRO DOS SANTOS CARVALHO (DISCENTE - Colaborador), RAQUEL SILVA PINHEIRO (EXTERNO - Colaborador), RAYANNE FERREIRA SALES (DISCENTE - Colaborador), REGINA MARIA BRINGEL MARTINS (DOCENTE - Colaborador), SHEILA ARAUJO TELES (DOCENTE - Vice-coodernador), TAINA ROSA TAVARES (DISCENTE - Colaborador), THAYNARA LORRANE SILVA MARTINS (DISCENTE - Colaborador), THIAGO GUIDA DE MENEZES (EXTERNO - Colaborador), VICTOR DE JESUS FLORENTINO (DISCENTE - Colaborador), WINNY EVENY ALVES MOURA (DISCENTE - Colaborador);EM ANDAMENTO;05/04/2019;01/01/2019 a 31/12/2023;
PI03728-2019;PRÓ REITORIA DE PÓS-GRADUAÇÃO;APRIMORAMENTO DA PLATAFORMA PASTAGEM.ORG;Ciências Exatas e da Terra - Geociências - Geofísica - Sensoriamento Remoto;Tipo de vínculo desconhecido;sim;não;JOÃO VÍTOR SILVA COSTA (EXTERNO - Colaborador), LAERTE GUIMARAES FERREIRA JUNIOR (DOCENTE - Coordenador);PENDENTE;23/04/2019;01/03/2019 a 28/06/2019;
PI03742-2019;PRÓ REITORIA DE PÓS-GRADUAÇÃO;Mapeamento e Monitoramento das Pastagens Brasileiras e áreas desmatadas em uma base anual;Ciências Exatas e da Terra - Geociências - Geofísica - Sensoriamento Remoto;Tipo de vínculo desconhecido;sim;não;ANA PAULA MATOS E SILVA (DISCENTE - Colaborador), ANDRESSA GONCALVES ARAUJO (DISCENTE - Colaborador), CHARLES VINÍCIUS GONÇALVES TIARINI (DISCENTE - Colaborador), EVANDRO CARRIJO TAQUARY (DISCENTE - Colaborador), LAERTE GUIMARAES FERREIRA JUNIOR (DOCENTE - Coordenador), LEANDRO LEAL PARENTE (DISCENTE - Vice-coodernador), LUIS RODRIGO FERNANDES BAUMANN (DOCENTE - Colaborador), MAIKY NATA MOTA RIBEIRO (DISCENTE - Colaborador), PAULO CESAR SILVA MAIA (DISCENTE - Colaborador), ROBERTO DE URZEDA PAIVA (SERVIDOR - Colaborador), TAMIRES ADILA BAHIA MODANEZ (DISCENTE - Colaborador), VINÍCIUS VIEIRA MESQUITA (DISCENTE - Colaborador);EM ANDAMENTO;06/05/2019;01/04/2019 a 30/06/2020;
PI03695-2019;ESCOLA DE AGRONOMIA;VARIAÇÃO GENÉTICA QUANTITATIVA E MOLECULAR DE COLEÇÃO DE GERMOPLASMA DE JATOBÁ-DO-CERRADO ;Ciências Agrárias - Agronomia - Fitotecnia - Melhoramento Vegetal;Tipo de vínculo desconhecido;sim;não;ARIANY ROSA GONÇALVES (DISCENTE - Colaborador), LAMARTINE NOGUEIRA GONZAGA (SERVIDOR - Colaborador), LAZARO JOSE CHAVES (DOCENTE - Coordenador), MARIANA PIRES DE CAMPOS TELLES (DOCENTE - Colaborador), RONALDO VELOSO NAVES (DOCENTE - Colaborador), THANNYA NASCIMENTO SOARES (DOCENTE - Colaborador), VELMA LÚCIA TAVARES SILVA (DISCENTE - Colaborador);EM ANDAMENTO;11/04/2019;01/01/2019 a 31/12/2022;
;FACULDADE DE ODONTOLOGIA;Sedação versus estabilização protetora para o tratamento odontológico de crianças com cárie e comportamento negativo no dentista: ensaio clínico não randomizado;Ciências da Saúde - Medicina - Saúde Materno-Infantil, Ciências da Saúde - Odontologia - Odontopediatria;Com Programa de Pós-graduação da UFG;sim;não;LUCIANE RIBEIRO DE REZENDE SUCASAS DA COSTA (DOCENTE - Coordenador), PAULO SERGIO SUCASAS DA COSTA (DOCENTE - Colaborador);GRAVADO;06/03/2019;01/04/2019 a 31/03/2022;
PI03247-2019;MUSEU ANTROPOLOGICO;Thesaurus Karajá: diálogos interculturais e museologia compartilhada;Ciências Humanas - Antropologia;Tipo de vínculo desconhecido;sim;sim;DIEGO TEIXEIRA MENDES (SERVIDOR - Colaborador), EDMUNDO MARCELO MENDES PEREIRA (EXTERNO - Colaborador), GEORGE MICHAEL LAMUNIER DA SILVA (DISCENTE - Colaborador), IAN BORGES DEL AGUILA (DISCENTE - Colaborador), LUCAS VELOSO YABAGATA (DISCENTE - Colaborador), MANUEL FERREIRA LIMA FILHO (DOCENTE - Coordenador), MARIA DO SOCORRO PIMENTEL DA SILVA (DOCENTE - Colaborador), MARILIA CAETANO RODRIGUES MORAIS (EXTERNO - Colaborador), TATYANA BELTRAO DE OLIVEIRA (SERVIDOR - Colaborador), VANUZA HAUKUI DE MOURA KARAJA (DISCENTE - Colaborador);EM ANDAMENTO;02/04/2019;01/03/2019 a 01/08/2022;
PI03221-2019;ESCOLA DE AGRONOMIA;CARACTERIZACAO FENOTIPICA E ANÁLISE DE ASSOCIAÇÃO PARA A RESISTÊNCIA Á FITONEMATOIDES EM FEIJOEIRO COMUM;Ciências Biológicas - Genética - Genética Vegetal, Ciências Agrárias - Agronomia - Fitossanidade - Parasitologia Agrícola;Com Programa de Pós-graduação da UFG;sim;não;ANA CAROLINNE SAMPAIO MENDES (DISCENTE - Colaborador), FRANCIELE ALVES CARNEIRO (EXTERNO - Colaborador), HERIKSEN HIGASHI PUERARI (EXTERNO - Colaborador), JANAÍNA ALVES DE ALMEIDA MOREIRA (DISCENTE - Colaborador), LEONARDO LEVORATO FREIRE (DISCENTE - Colaborador), MARA RUBIA DA ROCHA (DOCENTE - Coordenador), ROSANA PEREIRA VIANELLO BRONDANI (EXTERNO - Colaborador), THIAGO LIVIO PESSOA OLIVEIRA DE SOUZA (EXTERNO - Colaborador);EM ANDAMENTO;29/01/2019;01/01/2019 a 31/12/2026;
PI03381-2019;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Rotavírus A: epidemiologia molecular, mecanismos evolutivos e potencial zoonótico em amostras fecais de humanos e de animais de produção e de companhia, apresentando ou não gastroenterite aguda;Ciências Biológicas - Microbiologia - Biologia e Fisiologia dos Microorganismos - Virologia;Tipo de vínculo desconhecido;sim;sim;ADILSON DONIZETI DAMASCENO (DOCENTE - Colaborador), ANTONIO DIONISIO FEITOSA NORONHA FILHO (DOCENTE - Colaborador), FABIOLA SOUZA FIACCADORI (DOCENTE - Colaborador), FERNANDA CRAVEIRO FRANCO (SERVIDOR - Colaborador), GLADSTHON DIVINO DE SOUSA FILHO (DISCENTE - Colaborador), MARCELLE FIGUEIRA MARQUES DA SILVA (DOCENTE - Coordenador), MENIRA BORGES DE LIMA DIAS E SOUZA (DOCENTE - Colaborador);EM ANDAMENTO;22/03/2019;01/03/2019 a 31/12/2021;
PI03677-2019;PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CARACTERIZAÇÃO E MODIFICAÇÃO FÍSICA POR UMIDADE E CALOR DO AMIDO DE CARÁ (DIOSCOREA ALATA L.)  E QUALIDADE DE PÃES ELABORADOS A PARTIR DA FARINHA DO BAGAÇO DA EXTRAÇÃO;Ciências Agrárias - Ciência e Tecnologia de Alimentos - Tecnologia de Alimentos - Tecnologia de Produtos de Origem Vegetal;Tipo de vínculo desconhecido;sim;não;ALLINE EMANNUELE CHAVES RIBEIRO (EXTERNO - Colaborador), ARYANE RIBEIRO OLIVEIRA (DISCENTE - Colaborador), ÉRICA RESENDE DE OLIVEIRA (EXTERNO - Colaborador), MANOEL SOARES SOARES JUNIOR (DOCENTE - Colaborador), MARCIO CALIARI (DOCENTE - Coordenador);EM ANDAMENTO;10/04/2019;15/04/2019 a 23/12/2022;
PI03433-2019;UAE REJ CIÊNCIAS HUMANAS E LETRAS;Imagens urbanas de Goyaz: olhares sobre as narrativas dos naturalistas-viajantes do século XIX.;Ciências Humanas - História - História do Brasil - História do Brasil Império;Tipo de vínculo desconhecido;sim;não;MARCOS ANTONIO DE MENEZES (DOCENTE - Coordenador);EM ANDAMENTO;26/03/2019;26/03/2019 a 26/03/2022;
PI03101-2019;UNID. ACAD. ESP/CIENCIAS EXATAS - JATA;Síntese e caracterização de nanopartículas magnéticas e desenvolvimento de filmes finos para biosensores;Ciências Exatas e da Terra - Física - Física da Matéria Condensada - Materiais Magnéticos e Propriedades Magnéticas;Sem Vínculo (Projeto Isolado);sim;não;ALESSANDRO MARTINS (DOCENTE - Colaborador), ALEXANDRE PANCOTTI (DOCENTE - Colaborador), GUILHERME DO NASCIMENTO FERREIRA (DISCENTE - Colaborador), MARCOS ANTONIO DE SOUSA (DOCENTE - Coordenador), WILLIAN EDGARDO ALAYO RODRIGUEZ (EXTERNO - Colaborador);EM ANDAMENTO;13/12/2018;18/02/2019 a 28/02/2022;
PI03224-2019;FACULDADE DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA;Métodos econométricos aplicados a problemas de desempenho mercadológico no Brasil;Ciências Sociais Aplicadas - Administração - Administração de Empresas - Mercadologia;Com Programa de Pós-graduação da UFG;sim;não;LUIZ PAULO LOPES FAVERO (EXTERNO - Colaborador), MARCOS INACIO SEVERO DE ALMEIDA (DOCENTE - Coordenador), RAFAEL BARREIROS PORTO (EXTERNO - Colaborador), VALTER AFONSO VIEIRA (EXTERNO - Colaborador);EM ANDAMENTO;29/01/2019;01/01/2019 a 29/01/2021;
PI03353-2019;INSTITUTO DE CIENCIAS BIOLOGICAS;BIODIVERSIDADE, ENDEMISMO E CONSERVAÇÃO NA RESERVA PARTICULAR DE  DESENVOLVIMENTO SUSTENTÁVEL LEGADO VERDES DO CERRADO,  NIQUELÂNDIA, GOIÁS, BRASIL;Ciências Biológicas - Botânica - Taxonomia Vegetal - Taxonomia de Fanerógamos;Tipo de vínculo desconhecido;sim;não;ALEXANDRE ANTONIO ALONSO (DOCENTE - Vice-coodernador), ANA PAULA FORTUNA PEREZ (EXTERNO - Colaborador), ARTHUR ANGELO BISPO DE OLIVEIRA (EXTERNO - Colaborador), CARLOS ABS DA CRUZ BIANCHI (DOCENTE - Colaborador), DANIEL DE PAIVA SILVA (EXTERNO - Colaborador), FAUSTO NOMURA (DOCENTE - Colaborador), INA DE SOUZA NOGUEIRA (DOCENTE - Colaborador), JASCIELI CARLA BORTOLINI (DOCENTE - Colaborador), MARCOS JOSE DA SILVA (DOCENTE - Coordenador), NATAN MEDEIROS MACIEL (DOCENTE - Colaborador), ROGERIO PEREIRA BASTOS (DOCENTE - Colaborador), SARAH SIQUEIRA DE OLIVEIRA (DOCENTE - Colaborador), WELINTON RIBAMAR LOPES (DOCENTE - Colaborador);EM ANDAMENTO;21/03/2019;01/09/2018 a 31/08/2020;
PI03461-2019;FACULDADE DE CIÊNCIAS E TECNOLOGIA;ESTIMATIVA DA LOTAÇÃO DE SISTEMAS DE TRANSPORTES ATRAVÉS DE SINAIS WI-FI E APRENDIZADO DE MÁQUINA;Ciências Exatas e da Terra - Ciência da Computação - Metodologia e Técnicas da Computação - Sistemas de Informação, Engenharias - Engenharia de Transportes - Planejamento de Transportes - Planejamento e Organização do Sistema de Transporte, Engenharias - Engenharia de Transportes - Veículos e Equipamentos de Controle - Equipamentos Auxiliares e Controles;Tipo de vínculo desconhecido;sim;não;MARCOS PAULINO RORIZ JUNIOR (DOCENTE - Coordenador), RONNY MARCELO ALIAGA MEDRANO (DOCENTE - Colaborador);EM ANDAMENTO;29/03/2019;29/03/2019 a 29/03/2022;
;FACULDADE DE DIREITO;NEGÓCIOS JURÍDICOS NA INTEGRAÇÃO ETNOECONOMIA- FAIR TRADE: DIREITO EMPRESARIAL PARA O DESENVOLVIMENTO QUILOMBOLA.;Ciências Sociais Aplicadas - Direito - Direito Privado - Direito Civil, Ciências Sociais Aplicadas - Direito - Direitos Especiais;Tipo de vínculo desconhecido;sim;não;CARLOS EDUARDO MARQUES SILVA (DISCENTE - Colaborador), ISABELLE MARIA CAMPOS VASCONCELOS CHEHAB (EXTERNO - Vice-coodernador), IZADORA NOGUEIRA DOS SANTOS MUNIZ (DISCENTE - Colaborador), JULIETE PRADO DE FARIA (DISCENTE - Colaborador), LILIANE PEREIRA DE AMORIM (DISCENTE - Colaborador), MARIA CRISTINA VIDOTTE BLANCO TARREGA (DOCENTE - Coordenador);GRAVADO;15/04/2019;01/01/2019 a 31/12/2021;
PI03165-2019;FACULDADE DE INFORMAÇÃO E COMUNICAÇÃO;A informação, a comunicação e os museus do século XXI: Utilizando a gestão da informação e da comunicação para potencializar a construção da cidadania e otimizar os recursos públicos investidos em museus universitários.  ;Ciências Sociais Aplicadas - Ciência da Informação, Ciências Sociais Aplicadas - Comunicação - Relações Públicas e Propaganda;Sem Vínculo (Projeto Isolado);sim;não;ARNALDO ALVES FERREIRA JUNIOR (DOCENTE - Vice-coodernador), LETICIA SEGURADO CORTES (DOCENTE - Vice-coodernador), MARINA RORIZ RIZZO LOUSA DA CUNHA (DOCENTE - Coordenador);PRORROGAÇÃO PENDENTE;21/12/2018;01/03/2019 a 30/06/2020;
PI03273-2019;UNID. ACAD. ESP/CIENCIAS BIOLOGICAS-JA;O que acontecerá com os serviços ecossistêmicos sob cenários futuros de mudança climática global? Avaliando a rede de interações planta-polinizador-dispersor no cerrado ao final do século XXI;Ciências Biológicas - Ecologia - Ecologia Teórica;Com Programa de Pós-graduação da UFG;sim;não;CHRISTIANO PERES COELHO (DOCENTE - Colaborador), DIEGO ISMAEL ROCHA (DOCENTE - Colaborador), FREDERICO AUGUSTO GUIMARAES GUILHERME (DOCENTE - Colaborador), HELENA PICCOLI ROMANOWSKI (EXTERNO - Colaborador), JOSE ALEXANDRE FELIZOLA DINIZ FILHO (DOCENTE - Colaborador), LEVI CARINA TERRIBILE (DOCENTE - Colaborador), MARLON ZORTEA (DOCENTE - Colaborador), MATHEUS DE SOUZA LIMA RIBEIRO (DOCENTE - Coordenador), RAFAEL DIAS LOYOLA (DOCENTE - Colaborador), WELLINGTON HANNIBAL (EXTERNO - Colaborador);EM ANDAMENTO;15/02/2019;15/02/2019 a 31/12/2025;
