CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI03318-2019;UNID. ACAD. ESP/CIENCIAS EXATAS - JATA;Modelagens Matemáticas e Computacionais Aplicadas às Neurociências;Ciências Exatas e da Terra - Física - Física Geral - Física Estatística e Termodinâmica;Tipo de vínculo desconhecido;não;não;ARIADNE DE ANDRADE COSTA (DOCENTE - Coordenador), HENRIQUE ALMEIDA FERNANDES (DOCENTE - Colaborador), JOÃO GUILHERME FERREIRA CAMPOS (EXTERNO - Colaborador), JOHN BEGGS (EXTERNO - Colaborador), JORGE STOLFI (EXTERNO - Colaborador), LUANA BARRETO DOMINGOS (EXTERNO - Colaborador), LUDMILA BROCHINI (EXTERNO - Colaborador), MAURO COPELLI (EXTERNO - Colaborador), OLAF SPORNS (EXTERNO - Colaborador), OSAME KINOUCHI FILHO (EXTERNO - Colaborador), SEBASTIAN VELLMER (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);10/03/2019;26/02/2019 a 25/02/2024;
PI03591-2019;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;ITINERÁRIO TERAPÊUTICO E ACESSO AOS SERVIÇOS DE SAÚDE POR CRIANÇAS DURANTE O PERÍODO DOS MIL DIAS;Ciências da Saúde - Saúde Coletiva - Saúde Pública;Tipo de vínculo desconhecido;não;sim;ANA AMELIA FREITAS VILELA (DOCENTE - Colaborador), ARIDIANE ALVES RIBEIRO (DOCENTE - Coordenador), IRENA KUZMIECZ COSTA (DISCENTE - Colaborador), JHORDANA ESTEVES DOS SANTOS (DISCENTE - Colaborador), LAURA BORGES BANDEIRA (DISCENTE - Colaborador), LUAN ROMEIRO SILVA (DISCENTE - Colaborador), MONIQUE COSTA DIAS (DISCENTE - Colaborador), NAIARA DOS SANTOS SAMPAIO (DISCENTE - Colaborador), NINA FRANCO LUZ (EXTERNO - Colaborador), THALIA RISSA SILVA (DISCENTE - Colaborador), YASMIN NOGUEIRA DUARTE DO CARMO E SILVA (DISCENTE - Colaborador), YOLANDA RUFINA CONDORIMAY TACSI (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);11/04/2019;19/02/2019 a 30/12/2020;
PI03328-2019;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;Pseudomonas sp multirresistentes presentes em ambiente hospitalar veterinário.;Ciências Agrárias - Medicina Veterinária - Medicina Veterinária Preventiva - Doenças Infecciosas de Animais;Tipo de vínculo desconhecido;não;não;ANGELICA FRANCO DE OLIVEIRA (SERVIDOR - Colaborador), ARIEL EURIDES STELLA (DOCENTE - Coordenador), CECILIA NUNES MOREIRA (DOCENTE - Colaborador), MATHEUS DE ASSIS FURTADO E SILVA (DISCENTE - Colaborador), PALOMA FIORINI BANNWART (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);12/03/2019;31/07/2019 a 31/12/2021;
PI03791-2019;FACULDADE DE EDUCAÇÃO FISICA E DANÇA;FORMAÇÃO E  INTERVENÇÃO PROFISSIONAL EM EDUCAÇÃO FÍSICA: CURRÍCULO, SABERES E TECNOLOGIA;Ciências da Saúde - Educação Física;Tipo de vínculo desconhecido;não;sim;ARI LAZZAROTTI FILHO (DOCENTE - Coordenador), THAYS MOREIRA DOS SANTOS (DISCENTE - Colaborador);SUBMETIDO;19/06/2019;01/01/2019 a 30/12/2022;
PI03579-2019;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Análise e caracterização da ocorrência de micoses com manifestação bucal  identificadas no Centro Goiano de Doenças da Boca - CGDB/ FO/ UFG.;Ciências Biológicas - Microbiologia - Microbiologia Aplicada - Microbiologia Médica;Tipo de vínculo desconhecido;não;sim;ANDRESSA SANTANA SANTOS (DISCENTE - Colaborador), ANDREZZA DO CARMO SANTOS (DISCENTE - Colaborador), BENEDITO RODRIGUES DA SILVA NETO (DOCENTE - Coordenador), BRUNNA DE SOUZA E SILVA (DISCENTE - Colaborador), CAROLINA RODRIGUES COSTA (DOCENTE - Colaborador), DIEGO ANTONIO COSTA ARANTES (EXTERNO - Vice-coodernador), EDUARDA MARCELINO RIBEIRO FREITAS (DISCENTE - Colaborador), ÉRIKA CARVALHO DE AQUINO (EXTERNO - Colaborador), MARIA DO ROSARIO RODRIGUES SILVA (DOCENTE - Colaborador), VIVIANNY APARECIDA QUEIROZ FREITAS (DISCENTE - Colaborador);PENDENTE;05/04/2019;01/01/2019 a 31/12/2021;
PI03099-2019;UNID. ACAD. ESP/CIENCIAS EXATAS - JATA;DESENVOLVIMENTO DE NOVOS COMPOSTOS HETEROCÍCLICOS HÍBRIDOS PARA O TRATAMENTO DA DOENÇA DE ALZHEIMER UTILIZANDO COMO PROTÓTIPO A PIPERINA ;Ciências Exatas e da Terra - Química - Química Orgânica - Síntese Orgânica, Ciências Exatas e da Terra - Química - Química Orgânica - Química dos Produtos Naturais;Sem Vínculo (Projeto Isolado);não;não;BRENO ALMEIDA SOARES (DOCENTE - Coordenador), NAILTON MONTEIRO DO NASCIMENTO JUNIOR (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);07/12/2018;07/01/2019 a 31/12/2021;
PI03507-2019;ESCOLA DE VETERINARIA E ZOOTECNIA;ESTUDO RETROSPECTIVO DAS AFECÇÕES NEUROLÓGICAS NOS ANIMAIS ATENDIDOS NO HV/UFG 2010 A 2018;Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Clínica Veterinária;Tipo de vínculo desconhecido;não;não;ADILSON DONIZETI DAMASCENO (DOCENTE - Vice-coodernador), ALINE MARIA VASCONCELOS LIMA (DOCENTE - Colaborador), BRUNO BENETTI JUNTA TORRES (DOCENTE - Coordenador), EMANUELLE PIMENTEL CRUZ (DISCENTE - Colaborador), FILIPE AUGUSTO SALES GOMES (SERVIDOR - Colaborador), GABRIEL DE OLIVEIRA COSTA DUTRA (DISCENTE - Colaborador), KAROLINA MARTINS FERREIRA MENEZES (DISCENTE - Colaborador), LEANDRO GUIMARAES FRANCO (DOCENTE - Colaborador), LUCIANA RAMOS GASTON BRANDSTETTER (DOCENTE - Colaborador), LUIZ AUGUSTO DE SOUZA (DOCENTE - Colaborador), MARCO AUGUSTO MACHADO SILVA (DOCENTE - Colaborador), PATRÍCIA ALVIM SCARABUCCI (DISCENTE - Colaborador), ROSANGELA DE OLIVEIRA ALVES CARVALHO (DOCENTE - Colaborador), SANDRO DE MELO BRAGA (DOCENTE - Colaborador), VERIDIANA MARIA BRIANEZI DIGNANI DE MOURA (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);03/04/2019;01/08/2019 a 31/07/2024;
PI03510-2019;ESCOLA DE VETERINARIA E ZOOTECNIA;ASPECTOS EPIDEMIOLÓGICOS E ETIOLÓGICOS DA SÍNDROME DA HIPERESTESIA FELINA;Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Clínica Veterinária;Tipo de vínculo desconhecido;não;não;ADILSON DONIZETI DAMASCENO (DOCENTE - Vice-coodernador), BRUNO BENETTI JUNTA TORRES (DOCENTE - Coordenador), EMANUELLE PIMENTEL CRUZ (DISCENTE - Colaborador), PATRÍCIA ALVIM SCARABUCCI (DISCENTE - Colaborador), ROSANGELA DE OLIVEIRA ALVES CARVALHO (DOCENTE - Colaborador), SANDRO DE MELO BRAGA (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);03/04/2019;01/08/2019 a 31/07/2023;
PI03761-2019;COORDENACAO DE EXTENSAO E CULTURA - CA;Mãos à Obra: dicionárias nas salas de aulas;Lingüística, Letras e Artes - Lingüística - Lingüística Aplicada, Lingüística, Letras e Artes - Letras - Língua Portuguesa;Tipo de vínculo desconhecido;não;sim;CACILDO GALDINO RIBEIRO (DOCENTE - Coordenador), ELIANA DIAS (EXTERNO - Colaborador), GABRIELA GUIMARÃES JERÔNIMO (EXTERNO - Colaborador), JOZIMAR LUCIOVANIO BERNARDO (EXTERNO - Colaborador), LUANA DUARTE SILVA (SERVIDOR - Colaborador), MARIA GABRIELA GOMES PIRES (EXTERNO - Colaborador), MARIA HELENA DE PAULA (DOCENTE - Vice-coodernador), MAYARA APARECIDA RIBEIRO DE ALMEIDA (EXTERNO - Colaborador), RAYNE MESQUITA DE REZENDE (EXTERNO - Colaborador), VANESSA REGINA DUARTE XAVIER (DOCENTE - Colaborador);PENDENTE;23/05/2019;02/01/2019 a 30/06/2023;
PI03417-2019;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Estudo da DINÂMICA POPULACIONAL DO CARRAPATO ESTRELA, Amblyomma sculptum, EM ÁREA DO CERRADO NO CENTRO OESTE DO BRASIL E AVALIAÇÃO DO POTENCIAL DE DERIVADOS DE PLANTAS PARA SEU CONTROLE;Ciências Agrárias - Medicina Veterinária - Medicina Veterinária Preventiva - Doenças Infecciosas de Animais, Ciências Agrárias - Medicina Veterinária - Medicina Veterinária Preventiva - Doenças Parasitárias de Animais;Tipo de vínculo desconhecido;não;sim;AMANDA DA MATTA SANTOS (DISCENTE - Colaborador), APARECIDA LORRANY NUNES SAMPAIO (DISCENTE - Colaborador), CAIO MARCIO DE OLIVEIRA MONTEIRO (DOCENTE - Coordenador), DANIEL DE CASTRO RODRIGUES (DISCENTE - Colaborador), FRANCISCA LETÍCIA VALE DA SILVA (DISCENTE - Colaborador), GIOVANA PEREIRA BEZERRA (DISCENTE - Colaborador), LETÍCIA COELHO MIRANDA BRITO (DISCENTE - Colaborador), LUIZA GABRIELLA FERREIRA DE PAULA (DISCENTE - Colaborador), MIRNA SECCHIS VIEIRA (DISCENTE - Colaborador), RICARDO NEVES MARRETO (DOCENTE - Colaborador), SUSY DAS GRAÇAS ALECRIM ALVES (DISCENTE - Colaborador), WALQUIRIA ARRUDA (DOCENTE - Colaborador), WELBER DANIEL ZANETTI LOPES (DOCENTE - Colaborador);EXCLUÍDO;23/03/2019;25/03/2019 a 31/12/2023;
PI03430-2019;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Estudo da DINÂMICA POPULACIONAL DO CARRAPATO ESTRELA, Amblyomma sculptum, EM ÁREA DO CERRADO NO CENTRO OESTE DO BRASIL E AVALIAÇÃO DO POTENCIAL DE DERIVADOS DE PLANTAS PARA SEU CONTROLE;Ciências Agrárias - Medicina Veterinária - Medicina Veterinária Preventiva - Doenças Parasitárias de Animais;Tipo de vínculo desconhecido;não;sim;AMANDA DA MATTA SANTOS (DISCENTE - Colaborador), APARECIDA LORRANY NUNES SAMPAIO (DISCENTE - Colaborador), CAIO MARCIO DE OLIVEIRA MONTEIRO (DOCENTE - Coordenador), FELIPE DA SILVA KRAWCZAK (DOCENTE - Colaborador), FRANCISCA LETÍCIA VALE DA SILVA (DISCENTE - Colaborador), GIOVANA PEREIRA BEZERRA (DISCENTE - Colaborador), LETÍCIA COELHO MIRANDA BRITO (DISCENTE - Colaborador), LUIZA GABRIELLA FERREIRA DE PAULA (DISCENTE - Colaborador), MIRNA SECCHIS VIEIRA (DISCENTE - Colaborador), RICARDO NEVES MARRETO (DOCENTE - Colaborador), SUSY DAS GRAÇAS ALECRIM ALVES (DISCENTE - Colaborador), WALQUIRIA ARRUDA (DOCENTE - Colaborador), WELBER DANIEL ZANETTI LOPES (DOCENTE - Colaborador);ALTERADO;26/03/2019;01/01/2019 a 31/12/2021;
PI03501-2019;UNID. ACAD. ESP/BIOTECNOLOGIA - CATALA;Construção de laços sociais e impacto na saúde e qualidade de vida de idosos;Ciências da Saúde - Saúde Coletiva - Medicina Preventiva;Tipo de vínculo desconhecido;não;sim;ARIELLY LUIZA NUNES SILVA (DISCENTE - Colaborador), CALIOPE PILGER (DOCENTE - Coordenador), DEISIANE SERRANO DA SILVA (DISCENTE - Colaborador), EMILSE TEREZINHA NAVES (DOCENTE - Vice-coodernador), JÉSSICA LOPES MOTA (DISCENTE - Colaborador), LANA FERREIRA DE LIMA (DOCENTE - Vice-coodernador), MYLA APARECIDA COSTA CARNEIRO (DISCENTE - Colaborador), NILMAR MELO DOS REIS PINTO (EXTERNO - Colaborador), TATIANE PINTO DA SILVA (DISCENTE - Colaborador), VICTOR RODRIGUES GIANELLI LEMOS SILVANO (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);03/04/2019;03/04/2019 a 31/03/2023;
PI03319-2019;PRO REITORIA DE ASSUNTOS DA COMUNIDADE UNIVERSITARIA;AÇÕES DE CUIDADO E PREVENÇÃO AO SUICÍDIO EM INDÍGENAS ;Ciências da Saúde - Enfermagem - Enfermagem Psiquiátrica, Ciências da Saúde - Saúde Coletiva - Saúde Pública;Com Programa de Pós-graduação da UFG;não;sim;CAMILA CARDOSO CAIXETA (DOCENTE - Coordenador), JOHNATAN MARTINS SOUSA (DISCENTE - Colaborador), MILENA NUNES DE ALMEIDA (DISCENTE - Colaborador), NATHÁLIA DOS SANTOS SILVA (DOCENTE - Vice-coodernador);PENDENTE;11/03/2019;11/03/2019 a 29/12/2023;
PI03082-2019;FACULDADE DE CIENCIAS SOCIAIS;Transmasculinidades, Saúde e Espera: antropologia do curso da vida entre homens trans;Ciências Humanas - Antropologia - Teoria Antropológica;Tipo de vínculo desconhecido;não;sim;CAMILO ALBUQUERQUE DE BRAZ (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);26/03/2019;01/03/2019 a 28/02/2022;
PI03571-2019;UNID.ACAD.ESP/CIENC SOCIAIS APLIC-GOIA;PLANEJAMENTO REGIONAL: CONCEITOS, DIMENSÕES E CENÁRIOS PARA A MICRORREGIÃO DO RIO VERMELHO;Ciências Sociais Aplicadas - Planejamento Urbano e Regional - Métodos e Técnicas do Planejamento Urbano e Regional - Técnicas de Planejamento e Projeto Urbanos e Regionais;Tipo de vínculo desconhecido;não;não;CARINA FOLENA CARDOSO (DOCENTE - Coordenador), NEILOR DE CARVALHO PAES (DOCENTE - Vice-coodernador);EM ANDAMENTO (Documentos Conferidos);05/04/2019;06/05/2019 a 29/01/2021;
;UAE REJ CIÊNCIAS SOCIAIS APLICADAS;Reflexões sobre o papel do Juizado Especializado de Violência Doméstica e Familiar contra a Mulher no enfrentamento à violência endêmica a atingir as mulheres no município de Jataí.;Ciências Sociais Aplicadas - Direito - Direitos Especiais;Tipo de vínculo desconhecido;não;não;CARLA BENITEZ MARTINS (DOCENTE - Coordenador);EXCLUÍDO;15/03/2019;01/04/2019 a 31/12/2020;
PI03630-2019;UAE REJ CIÊNCIAS SOCIAIS APLICADAS;Gênero e violências: investigação acerca da realidade do Juizado Especializado de Violência Doméstica e Familiar contra a Mulher em Jataí/GO;Ciências Sociais Aplicadas - Direito - Direitos Especiais;Tipo de vínculo desconhecido;não;não;ANNE ELISE OLIVEIRA SILVA (SERVIDOR - Colaborador), CARLA BENITEZ MARTINS (DOCENTE - Coordenador), CAROLINA OLIVEIRA E OLIVEIRA (SERVIDOR - Colaborador), CLAUDIA GRAZIELA FERREIRA LEMES (EXTERNO - Colaborador), EMILLY OLIVEIRA SCHONARTH (DISCENTE - Colaborador), FRANCY ELEN GONÇALVES MARQUES (DISCENTE - Colaborador), HELGA MARIA MARTINS DE PAULA (DOCENTE - Vice-coodernador), ISABELA FRANCO DE ANDRADE (EXTERNO - Colaborador), ISABELA SANTOS (DISCENTE - Colaborador), ISABELLA FERREIRA DA SILVA (DISCENTE - Colaborador), JÚLIA FORTALEZA JURCA (DISCENTE - Colaborador), LORENA GOMES ARRUDA (DISCENTE - Colaborador), MARIA DO PERPÉTUO SOCORRO OLIVEIRA LOPES DA LUZ (EXTERNO - Colaborador), MARIANE OLIVEIRA JUNQUEIRA (EXTERNO - Colaborador), MÉLANE FREITAS FORTES (DISCENTE - Colaborador), RAFAELA GIANOTI FORTES (DISCENTE - Colaborador), RENATA DE MELLO MAMEDE (DISCENTE - Colaborador), SIRLENE MOREIRA FIDELES (DOCENTE - Colaborador), STEPHANY KAROLINY COELHO FERREIRA BARROS (DISCENTE - Colaborador), THAYNARA GOMES DAVI (DISCENTE - Colaborador), THAYSA ALVES PAULINO (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);07/03/2018;07/04/2019 a 01/08/2020;
PI03578-2019;UNID. ACAD. ESP/CIENCIAS AGRARIAS-JATA;QUALIDADE DE SEMENTES, MORFOANATÔMIA DE PLÂNTULAS E TRANSLOCAÇÃO DE RESERVAS DURANTE A GERMINAÇÃO DE CÁRTAMO;Ciências Agrárias - Agronomia - Fitotecnia - Produção e Beneficiamento de Sementes;Tipo de vínculo desconhecido;não;não;CARLA GOMES MACHADO (DOCENTE - Coordenador), CLAUDIO HIDEO MARTINS DA COSTA (DOCENTE - Colaborador), DIEGO ISMAEL ROCHA (DOCENTE - Colaborador), GABRIELA FERNANDES GAMA (DISCENTE - Colaborador), GIVANILDO ZILDO DA SILVA (EXTERNO - Vice-coodernador), INGRID MARESSA HUNGRIA DE LIMA E SILVA (DISCENTE - Colaborador), JACQUELINE ALVES SANTANA RODRIGUES (DISCENTE - Colaborador), JOÃO MIGUEL CAMARA JUSTINO (DISCENTE - Colaborador), LUCIANA CELESTE CARNEIRO (DOCENTE - Colaborador), MIRELLE VAZ COELHO (DISCENTE - Colaborador), ROGÉRIO BORGES DE OLIVEIRA PAZ (SERVIDOR - Colaborador), SIMERIO CARLOS SILVA CRUZ (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);05/04/2019;01/03/2019 a 31/08/2023;
;FACULDADE DE LETRAS;AVES EM CAVIDADES DE CUPINZEIROS DO CERRADO;Ciências Biológicas - Ecologia - Ecologia Aplicada;Tipo de vínculo desconhecido;não;sim;ARTHUR ANGELO BISPO DE OLIVEIRA (DOCENTE - Colaborador), CARLOS ABS DA CRUZ BIANCHI (DOCENTE - Coordenador), SABRINA WUST (EXTERNO - Colaborador), SHAYANA DE JESUS (DOCENTE - Colaborador);GRAVADO;20/03/2019;01/03/2019 a 31/12/2021;
PI03572-2019;UAE REJ CIÊNCIAS SOCIAIS APLICADAS;PODER, ESTADO E CAPITALISMO: IMPACTOS NO PROCESSO DE CONSTRUÇÃO DO DIREITO.;Ciências Sociais Aplicadas - Direito - Teoria do Direito - Filosofia do Direito;Tipo de vínculo desconhecido;não;não;CARLOS AUGUSTO DE OLIVEIRA DINIZ (DOCENTE - Coordenador), ESTEFÂNIA NAIARA DA SILVA LINO (EXTERNO - Colaborador), HELGA MARIA MARTINS DE PAULA (DOCENTE - Colaborador), ROGÉRIO NOGUEIRA GUIMARÃES (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);05/04/2019;05/04/2019 a 05/04/2022;
PI03567-2019;FACULDADE DE ODONTOLOGIA;DESENVOLVIMENTO DE APLICATIVO MÓVEL DE ORIENTAÇÃO DO PRIMEIRO ATENDIMENTO EM TRAUMATISMO DENTAL;Ciências da Saúde - Odontologia - Endodontia;Tipo de vínculo desconhecido;não;não;CARLOS ESTRELA (DOCENTE - Coordenador), DANIEL DE ALMEIDA DECURCIO (DOCENTE - Vice-coodernador), JULIO ALMEIDA SILVA (DOCENTE - Colaborador), PATRICIA CORREIA DE SIQUEIRA (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);05/04/2019;20/07/2019 a 20/08/2020;
PI03766-2019;FACULDADE DE ODONTOLOGIA;Avaliação da geometria e ramificação radicular, morfologia do forame apical, e de efeitos de materiais obturadores e retentores intrarradiculares na produção de artefatos usando um novo software de Tomografia Computadorizada de Feixe Cônico;Ciências da Saúde - Odontologia - Endodontia;Tipo de vínculo desconhecido;não;sim;ANA HELENA GONCALVES DE ALENCAR (EXTERNO - Colaborador), CARLOS ESTRELA (DOCENTE - Coordenador), DANIEL DE ALMEIDA DECURCIO (DOCENTE - Vice-coodernador), JULIO ALMEIDA SILVA (DOCENTE - Colaborador), LUIZ EDUARDO GREGORIS RABELO (DISCENTE - Colaborador), MARCUS VINÍCIUS CORRÊA DA COSTA (DISCENTE - Colaborador), PATRICIA CORREIA DE SIQUEIRA (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);28/05/2019;01/03/2019 a 28/02/2023;
PI03351-2019;INSTITUTO DE CIENCIAS BIOLOGICAS;SENSIBILIDADE GABAÉRGICA CENTRAL EM DIFERENTES MODELOS DE HIPERTROFIA CARDÍACA;Ciências Biológicas - Fisiologia - Fisiologia de Órgãos e Sistemas - Neurofisiologia;Tipo de vínculo desconhecido;não;sim;CARLOS HENRIQUE XAVIER CUSTODIO (DOCENTE - Coordenador), GUSTAVO RODRIGUES PEDRINO (DOCENTE - Vice-coodernador), MICHELLE MENDANHA MENDONÇA (DISCENTE - Colaborador);PENDENTE;18/03/2019;01/03/2019 a 01/03/2022;
PI03354-2019;INSTITUTO DE CIENCIAS BIOLOGICAS;CONTRIBUIÇÃO DA SUBSTÂNCIA CINZENTA PERIAQUEDUTAL PARA O CONTROLE DA FUNÇÃO CARDÍACA;Ciências Biológicas - Fisiologia - Fisiologia de Órgãos e Sistemas;Tipo de vínculo desconhecido;não;sim;CARLOS HENRIQUE XAVIER CUSTODIO (DOCENTE - Coordenador), GUSTAVO RODRIGUES PEDRINO (DOCENTE - Colaborador), MICHELLE MENDANHA MENDONÇA (DISCENTE - Colaborador), ONÉSIA CRISTINA OLIVEIRA LIMA (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);18/03/2019;20/04/2019 a 01/12/2020;
PI03356-2019;INSTITUTO DE CIENCIAS BIOLOGICAS;EFEITOS CENTRAIS E CARDIOVASCULARES DE PEPTÍDEOS BIOATIVOS DE FEIJÃO (PHASEOLUS VULGARIS) EM RATOS;Ciências Biológicas - Farmacologia - Etnofarmacologia;Tipo de vínculo desconhecido;não;sim;CARLOS HENRIQUE XAVIER CUSTODIO (DOCENTE - Coordenador), DANIEL GRAZIANI (SERVIDOR - Colaborador), JULIANA VILA VERDE RIBEIRO (DISCENTE - Colaborador), KATIA FLAVIA FERNANDES SILVA (DOCENTE - Vice-coodernador), PATRICIA MARIA FERREIRA (DOCENTE - Colaborador), REGINALDO NASSAR FERREIRA (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);18/03/2019;20/04/2019 a 01/12/2020;
PI03583-2019;FACULDADE DE CIÊNCIAS E TECNOLOGIA;HISTÓRIA DAS GEOCIÊNCIAS E SUAS INSTITUIÇÕES: A PALEONTOLOGIA COMO CIÊNCIA NO ESTADO DE GOIÁS, BRASIL;Ciências Exatas e da Terra - Geociências;Tipo de vínculo desconhecido;não;não;ADELINO ADILSON DE CARVALHO (SERVIDOR - Colaborador), BARBARA FREIRE RIBEIRO ROCHA (EXTERNO - Colaborador), BERNADO GONZALEZ-RIGA (EXTERNO - Colaborador), CARLOS ROBERTO DOS ANJOS CANDEIRO (DOCENTE - Coordenador), DRIELLI PEYERL (EXTERNO - Colaborador), GIOVANA GALVÃO TAVARES (EXTERNO - Colaborador), LÍLIAN PAGLARELLI BERGQVIST (EXTERNO - Colaborador), MARIA DE FÁTIMA RODRIGUES DA SILVA (EXTERNO - Colaborador), ROSEANE RIBEIRO SARGES (DOCENTE - Colaborador), SILVIA FERNANDA MENDONÇA FIGUEIRÔA (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);06/04/2019;04/04/2019 a 10/09/2025;
PI03536-2019;UNID. ACAD. ESP/CIENCIAS BIOLOGICAS-JA;Gravidez na adolescência e anticoncepção nos livros didáticos;Ciências Biológicas - Biologia Geral;Tipo de vínculo desconhecido;não;não;CAROLINA RIBEIRO NORONHA DE SOUZA (DOCENTE - Coordenador), RAFAELA LOPES FALASCHI (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);05/04/2019;01/05/2019 a 30/04/2021;
PI03279-2019;FACULDADE DE ARTES VISUAIS;Arquitetura, educação e cidade: paradigmas e subjetividades     ;Ciências Sociais Aplicadas - Arquitetura e Urbanismo - Fundamentos de Arquitetura e Urbanismo - História da Arquitetura e Urbanismo;Com Programa de Pós-graduação da UFG;não;não;BARBARA MARIA CARDOSO (DISCENTE - Colaborador), CHRISTINE RAMOS MAHLER (DOCENTE - Coordenador), VINÍCIUS COSTA DE MOURA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);18/02/2019;18/02/2019 a 18/12/2022;
PI03271-2019;ESCOLA DE VETERINARIA E ZOOTECNIA;PERFIL DE VIRULÊNCIA E RESISTÊNCIA DE Salmonella enterica DE PESCADO;Ciências Agrárias - Medicina Veterinária - Inspeção de Produtos de Origem Animal;Tipo de vínculo desconhecido;não;não;CINTIA SILVA MINAFRA E REZENDE (DOCENTE - Coordenador), CRISTYENE GONCALVES BENICIO (DISCENTE - Colaborador), IOLANDA APARECIDA NUNES (DOCENTE - Colaborador), JULIERME JOSE DE OLIVEIRA (DISCENTE - Colaborador), LAYANE MARTINS MAIA (DISCENTE - Colaborador), LIVIA MENDONCA PASCOAL (DOCENTE - Colaborador), LUÍZA TOFFANO SEIDEL CALAZANS (DISCENTE - Colaborador), MARIA AUXILIADORA ANDRADE (DOCENTE - Colaborador), MAYARA MACEDO BARROZO SANTOS (DISCENTE - Colaborador), MOACIR EVANDRO LAGE (DOCENTE - Colaborador);ALTERADO;15/02/2019;13/02/2019 a 31/01/2023;
PI03594-2019;UAE REJ CIÊNCIAS HUMANAS E LETRAS;As Religiões Afro-brasileiras no Sudoeste Goiano;Ciências Humanas - História - História do Brasil - História Regional do Brasil;Tipo de vínculo desconhecido;não;não;CLARISSA ADJUTO ULHOA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);06/04/2019;03/04/2019 a 30/04/2021;
PI03371-2019;ESCOLA DE AGRONOMIA;PROCESSAMENTO DAS SEMENTES DE MUNGUBA PARA A OBTENÇÃO DE MUNGULATE;Ciências Agrárias - Ciência e Tecnologia de Alimentos - Tecnologia de Alimentos - Aproveitamento de Subprodutos;Tipo de vínculo desconhecido;não;não;CLARISSA DAMIANI (DOCENTE - Coordenador), EDUARDO RAMIREZ ASQUIERI (DOCENTE - Vice-coodernador), FABIANE RODRIGUES DE ALENCAR (DISCENTE - Colaborador), ULISSES RODRIGUES DE ALENCAR (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);21/03/2019;01/03/2019 a 31/12/2021;
